serial_number,battery_name,data_recieved,tech_date_recieved,battery_status,technical_id,from_swap
AH241069660,NS40L 35AH BH,10-Aug-2024,,Stock,1,1
AH241571360,DIN66L 66AH,15-Aug-2024,,Stock,1,1
AH241571356,DIN55L 60AH,15-Aug-2024,,Stock,1,1
AH242172731,NS60LS 45AH,21-Aug-2024,,Stock,2,2
AH241269936,DIN55L 60AH,12-Aug-2024,,Stock,2,2
AH241470459,DIN55L 60AH,14-Aug-2024,,Stock,2,2
AH241270007,NS40L 35AH,13-Aug-2024,,Stock,2,2
AH242172962,DIN74L 74AH,21-Aug-2024,,Stock,2,2
AH242172845,80D26L 70AH,21-Aug-2024,,Stock,2,2
AH242172854,80D26L 70AH,21-Aug-2024,,Stock,2,2
AH242172860,80D26L 70AH,21-Aug-2024,,Stock,2,2
AH242172846,80D26L 70AH,21-Aug-2024,,Stock,2,2
AH242172855,80D26L 70AH,21-Aug-2024,,Stock,2,2
AH241571192,55D23L 60AH,15-Aug-2024,,Stock,2,2
AH242172730,DIN55L 60AH,21-Aug-2024,,Stock,2,2
AH241571313,55D23L 60AH,15-Aug-2024,,Stock,1,1
AH242172849,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH242072359,DIN80L 80AH,20-Aug-2024,,Stock,1,1
AH242172949,DIN74L 74AH,21-Aug-2024,,Stock,1,1
AH242172848,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH241571319,55D23L 60AH,15-Aug-2024,,Stock,1,1
AH242172975,DIN55L 60AH,21-Aug-2024,,Stock,1,1
AH242172843,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH242172865,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH241571316,55D23L 60AH,15-Aug-2024,,Stock,1,1
AH242172967,DIN55L 60AH,21-Aug-2024,,Stock,1,1
AH242172959,DIN74L 74AH,21-Aug-2024,,Stock,1,1
AH242172955,DIN74L 74AH,21-Aug-2024,,Stock,1,1
AH242172847,80D26L 70AH,21-Aug-2024,,Stock,1,1
AG242865112,55D23R 60AH,28-Jul-2024,,Stock,2,2
AH242172953,DIN74L 74AH,21-Aug-2024,,Stock,2,2
AH242172873,DIN66L 66AH,21-Aug-2024,,Stock,1,1
AH242172874,DIN66L 66AH,21-Aug-2024,,Stock,1,1
AH242874934,80D26L 70AH,28-Aug-2024,,Stock,1,1
AH242172857,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH242573958,55D23L 60AH,25-Aug-2024,,Stock,1,1
AH242172851,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH242874933,80D26L 70AH,28-Aug-2024,,Stock,1,1
AH242674187,55D23L 60AH,26-Aug-2024,,Stock,1,1
AH242874862,55D23L 60AH,28-Aug-2024,,Stock,1,1
AH242172856,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH242172971,DIN55L 60AH,21-Aug-2024,,Stock,2,2
AH241470456,55D23L 60AH,14-Aug-2024,,Stock,2,2
AG242564498,105D31R 100AH,25-Jul-2024,,Stock,2,2
AH242172968,DIN55L 60AH,21-Aug-2024,,Stock,2,2
AH242172853,80D26L 70AH,21-Aug-2024,,Stock,2,2
AH242573847,55D23L 60AH,25-Aug-2024,,Stock,2,2
AH242975294,DIN55R 60AH,29-Aug-2024,,Stock,2,2
AH242975298,N150L 150AH,29-Aug-2024,,Stock,1,1
AH242975299,N150L 150AH,29-Aug-2024,,Stock,1,1
AH242975300,N150L 150AH,29-Aug-2024,,Stock,1,1
AH242975301,N150L 150AH,29-Aug-2024,,Stock,1,1
AH242975296,N120L 120AH,29-Aug-2024,,Stock,1,1
AH242975297,N120L 120AH,29-Aug-2024,,Stock,1,1
AH241971999,DIN80L 80AH,19-Aug-2024,,Stock,1,1
AH242774563,105D31L 100AH,27-Aug-2024,,Stock,1,1
AH242072360,DIN80L 80AH,20-Aug-2024,,Stock,1,1
AH242975260,80D26L 70AH,29-Aug-2024,,Stock,1,1
AH242975257,80D26L 70AH,29-Aug-2024,,Stock,1,1
AH242975261,80D26L 70AH,29-Aug-2024,,Stock,1,1
AH242172973,DIN55L 60AH,21-Aug-2024,,Stock,1,1
AH242172950,DIN74L 74AH,21-Aug-2024,,Stock,1,1
AH242273131,DIN100L 100AH,22-Aug-2024,,Stock,1,1
AH242975262,55D23L 60AH,29-Aug-2024,,Stock,1,1
AH242975259,80D26L 70AH,29-Aug-2024,,Stock,1,1
AH242473794,DIN100L 100AH,24-Aug-2024,,Stock,1,1
AH242975258,80D26L 70AH,29-Aug-2024,,Stock,1,1
AH242172952,DIN74L 74AH,21-Aug-2024,,Stock,1,1
AH242874863,55D23L 60AH,28-Aug-2024,,Stock,1,1
AH242172965,DIN55L 60AH,21-Aug-2024,,Stock,1,1
AH242172969,DIN55L 60AH,21-Aug-2024,,Stock,1,1
AH242975266,DIN74L 74AH,29-Aug-2024,,Stock,2,2
AH242172972,DIN55L 60AH,21-Aug-2024,,Stock,1,1
AH243175510,80D26L 70AH,31-Aug-2024,,Stock,1,1
AH243175488,80D26L 70AH,31-Aug-2024,,Stock,1,1
AH242172859,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH242172852,80D26L 70AH,21-Aug-2024,,Stock,2,2
AH243175482,80D26L 70AH,31-Aug-2024,,Stock,2,2
AH241571334,95D31L 90AH,15-Aug-2024,,Stock,1,1
AH242172858,80D26L 70AH,21-Aug-2024,,Stock,2,2
AH242273268,DIN100L 100AH,22-Aug-2024,,Stock,2,2
AH242172890,DIN80L 80AH,21-Aug-2024,,Stock,1,1
AH242172951,DIN74L 74AH,21-Aug-2024,,Stock,1,1
AH242072363,65-72S 75AH,20-Aug-2024,,Stock,1,1
AH243175490,80D26L 70AH,31-Aug-2024,,Stock,1,1
AH241571340,105D31R 100AH,15-Aug-2024,,Stock,1,1
AH242172947,DIN74L 74AH,21-Aug-2024,,Stock,1,1
AH242975263,55D23L 60AH,29-Aug-2024,,Stock,1,1
AH243175491,DIN100L 100AH,31-Aug-2024,,Stock,1,1
AI240175760,80D26L 70AH,1-Sep-2024,,Stock,2,2
AH241972001,DIN80L 80AH,19-Aug-2024,,Stock,1,1
AH242172958,DIN74L 74AH,21-Aug-2024,,Stock,2,2
AI240175758,80D26L 70AH,1-Sep-2024,,Stock,2,2
AH241571335,95D31L 90AH,15-Aug-2024,,Stock,1,1
AI240175757,80D26L 70AH,1-Sep-2024,,Stock,2,2
AI240175759,80D26L 70AH,1-Sep-2024,,Stock,2,2
AH242473829,80D26R 70AH,24-Aug-2024,,Stock,1,1
AH243175485,DIN80L 80AH,31-Aug-2024,,Stock,1,1
AH243175486,105D31L 100AH,31-Aug-2024,,Stock,1,1
AH243175487,80D26L 70AH,31-Aug-2024,,Stock,1,1
AH243175489,80D26L 70AH,31-Aug-2024,,Stock,1,1
AH242172945,DIN74L 74AH,21-Aug-2024,,Stock,1,1
AH242172946,DIN74L 74AH,21-Aug-2024,,Stock,1,1
AH241971996,DIN55L 55AH,19-Aug-2024,,Stock,1,1
AH242172876,DIN66L 66AH,21-Aug-2024,,Stock,1,1
AH242975264,55D23L 60AH,29-Aug-2024,,Stock,1,1
AH242172944,DIN74L 74AH,21-Aug-2024,,Stock,1,1
AH241571191,105D31R 100AH,15-Aug-2024,,Stock,2,2
AH242172978,DIN55L 60AH,21-Aug-2024,,Stock,2,2
AI240276012,80D26L 70AH,2-Sep-2024,,Stock,2,2
AH241971998,DIN66L 66AH,19-Aug-2024,,Stock,2,2
AH242573956,95D31L 90AH,25-Aug-2024,,Stock,1,1
AI240276015,95D31L 90AH,2-Sep-2024,,Stock,2,2
AH243175493,55D23L 60AH,31-Aug-2024,,Stock,1,1
AH242172976,DIN55L 60AH,21-Aug-2024,,Stock,1,1
AH242072365,DIN66L 66AH,20-Aug-2024,,Stock,1,1
AI240175754,55D23L 60AH,1-Sep-2024,,Stock,1,1
AI240276018,55D23L 60AH,2-Sep-2024,,Stock,1,1
AH242172974,DIN55L 60AH,21-Aug-2024,,Stock,1,1
AH242573848,55D23L 60AH,25-Aug-2024,,Stock,2,2
AI240276011,80D26L 70AH,2-Sep-2024,,Stock,2,2
AH242172977,DIN55L 60AH,21-Aug-2024,,Stock,2,2
AH240467729,105D31L 100AH,14-Aug-2024,,Stock,2,2
AI240376366,DIN74L 74AH,3-Sep-2024,,Stock,1,1
AI240276013,80D26L 70AH,2-Sep-2024,,Stock,2,2
AH242674252,NS40L 35AH BH,26-Aug-2024,,Stock,2,2
AI240476877,DIN55L 60AH,4-Sep-2024,,Stock,2,2
AH241571337,95D31L 90AH,15-Aug-2024,,Stock,1,1
AI240376466,NS60LS 45AH,3-Sep-2024,,Stock,2,2
AI240175756,80D26L 70AH,1-Sep-2024,,Stock,1,1
AH241571339,95D31L 90AH,15-Aug-2024,,Stock,1,1
AI240175753,DIN55L 60AH,1-Sep-2024,,Stock,1,1
AI240376365,DIN74L 74AH,3-Sep-2024,,Stock,1,1
AH241269943,105D31R 100AH,12-Aug-2024,,Stock,1,1
AH242172724,80D26R 70AH,21-Aug-2024,,Stock,1,1
AI240376372,55D23L 60AH,3-Sep-2024,,Stock,1,1
AI240476879,DIN55R 55AH,4-Sep-2024,,Stock,2,2
AI240376373,80D26L 70AH,3-Sep-2024,,Stock,2,2
AG241561860,DIN55L 55AH,15/Jul/2024,,Stock,2,2
AI240376374,80D26L 70AH,3-Sep-2024,,Stock,2,2
AI240376465,NS60LS 45AH,3-Sep-2024,,Stock,2,2
AI240577145,80D26L 70AH,5-Sep-2024,,Stock,2,2
AI240376367,DIN74L 74AH,3-Sep-2024,,Stock,1,1
AH241571336,95D31L 90AH,15-Aug-2024,,Stock,1,1
AH242573957,95D31L 90AH,25-Aug-2024,,Stock,1,1
AI240175755,80D26L 70AH,1-Sep-2024,,Stock,1,1
AI240476807,DIN74L 74AH,4-Sep-2024,,Stock,1,1
AI240376375,95D31L 90AH,3-Sep-2024,,Stock,2,2
AH243175494,DIN55L 60AH,31-Aug-2024,,Stock,1,1
AI240376370,80D26L 70AH,3-Sep-2024,,Stock,1,1
AI240376371,80D26L 70AH,3-Sep-2024,,Stock,1,1
AI240276051,NS60L 45AH,2-Sep-2024,,Stock,2,2
AH242975256,DIN66L 66AH,29-Aug-2024,,Stock,1,1
AH242172885,DIN80L 80AH,21-Aug-2024,,Stock,2,2
AH242172957,DIN74L 74AH,21-Aug-2024,,Stock,2,2
AI240276010,80D26L 70AH,2-Sep-2024,,Stock,2,2
AI240476878,55D23L 60AH,4-Sep-2024,,Stock,2,2
AH243175481,55D23L 60AH,31-Aug-2024,,Stock,2,2
AI240175761,DIN100L 100AH,1-Sep-2024,,Stock,2,2
AI240577150,NS40L 35AH BH,5-Sep-2024,,Stock,2,2
AI240777509,80D26L 70AH,7-Sep-2024,,Stock,2,2
AH242774604,55D23L 60AH,27-Aug-2024,,Stock,2,2
AH242172872,DIN66L 66AH,21-Aug-2024,,Stock,2,2
AI240577148,DIN55L 60AH,5-Sep-2024,,Stock,2,2
AI240577174,DIN74L 74AH,5-Sep-2024,,Stock,1,1
AH242172979,65-72S 75AH,21-Aug-2024,,Stock,1,1
AI240276017,80D26L 70AH,2-Sep-2024,,Stock,1,1
AI240476803,DIN55L 60AH,4-Sep-2024,,Stock,1,1
AI240777499,DIN74L 74AH,7-Sep-2024,,Stock,1,1
AI240376369,DIN55L 55AH,3-Sep-2024,,Stock,1,1
AI240476802,DIN55L 60AH,4-Sep-2024,,Stock,1,1
AH242172889,DIN80L 80AH,21-Aug-2024,,Stock,1,1
AH242172948,DIN74L 74AH,21-Aug-2024,,Stock,1,1
AI240777500,DIN74L 74AH,7-Sep-2024,,Stock,1,1
AI240777742,DIN74L 74AH,8-Sep-2024,,Stock,1,1
AH242172871,DIN66L 66AH,21-Aug-2024,,Stock,1,1
AI240777510,NS60LS 45AH,7-Sep-2024,,Stock,2,2
AI240577146,95D31L 90AH,5-Sep-2024,,Stock,2,2
AI240777515,55D23L 60AH,7-Sep-2024,,Stock,2,2
AI240877773,NS40L 35AH,8-Sep-2024,,Stock,2,2
AI240777511,NS60LS 45AH,7-Sep-2024,,Stock,2,2
AI240577171,80D26L 70AH,5-Sep-2024,,Stock,1,1
AI240577173,DIN55L 60AH,5-Sep-2024,,Stock,1,1
AI240476804,55D23L 60AH,4-Sep-2024,,Stock,1,1
AI240376468,NS60L 45AH,3-Sep-2024,,Stock,1,1
AH243175492,DIN100L 100AH,31-Aug-2024,,Stock,1,1
AI240777741,DIN74L 74AH,8-Sep-2024,,Stock,1,1
AI240376470,NS60LS 45AH,3-Sep-2024,,Stock,1,1
AH242172879,DIN66L 66AH,21-Aug-2024,,Stock,2,2
AH242473629,80D26R 70AH,24-Aug-2024,,Stock,2,2
AH243175480,55D23L 60AH,31-Aug-2024,,Stock,2,2
AI240577147,95D31L 90AH,5-Sep-2024,,Stock,2,2
AI240476876,105D31L 100AH,4-Sep-2024,,Stock,2,2
AI240777508,80D26L 70AH,7-Sep-2024,,Stock,2,2
AI240777502,95D31L 90AH,7-Sep-2024,,Stock,1,1
AI240777584,80D26L 70AH,7-Sep-2024,,Stock,1,1
AG242965702,65-72S 75AH,29-Jul-2024,,Stock,1,1
AI240777535,80D26L 70AH,7-Sep-2024,,Stock,2,2
AI240276014,DIN74L 74AH,2-Sep-2024,,Stock,2,2
AI240777507,DIN74L 74AH,7-Sep-2024,,Stock,2,2
AI240777536,80D26L 70AH,7-Sep-2024,,Stock,2,2
AI240777513,DIN55L 55AH,7-Sep-2024,,Stock,2,2
AI240877774,DIN100L 100AH,8-Sep-2024,,Stock,2,2
AI241078384,NS60LS 45AH,10-Sep-2024,,Stock,2,2
AI241078379,80D26L 70AH,10-Sep-2024,,Stock,2,2
AI241078378,80D26L 70AH,10-Sep-2024,,Stock,2,2
AI240577175,55D23L 60AH,5-Sep-2024,,Stock,1,1
AI240777504,80D26L 70AH,7-Sep-2024,,Stock,1,1
AI240978117,DIN55L 60AH,9-Sep-2024,,Stock,1,1
AH242172888,DIN80L 80AH,21-Aug-2024,,Stock,1,1
AI240777506,DIN55L 60AH,7-Sep-2024,,Stock,1,1
AI240877748,DIN80L 80AH,8-Sep-2024,,Stock,1,1
AI240476805,55D23L 60AH,4-Sep-2024,,Stock,1,1
AI240276016,DIN100L 100AH,2-Sep-2024,,Stock,1,1
AI241178615,DIN74L 74AH,11-Sep-2024,,Stock,2,2
AI240777512,NS60L 45AH,7-Sep-2024,,Stock,2,2
AI240877775,NS40L 35AH BH,8-Sep-2024,,Stock,2,2
AI240877772,55D23L 60AH,8-Sep-2024,,Stock,2,2
AI240877744,DIN55L 60AH,8-Sep-2024,,Stock,1,1
AI240877743,DIN55L 60AH,8-Sep-2024,,Stock,1,1
AI240777501,95D31L 90AH,7-Sep-2024,,Stock,1,1
AI240978110,80D26L 70AH,9-Sep-2024,,Stock,1,1
AI240978108,80D26L 70AH,9-Sep-2024,,Stock,1,1
AI240978106,80D26L 70AH,9-Sep-2024,,Stock,1,1
AI240777505,80D26L 70AH,7-Sep-2024,,Stock,1,1
AH240366901,DIN44L 45AH,3-Aug-2024,,Stock,2,2
AI241178618,DIN55L 55AH,11-Sep-2024,,Stock,2,2
AI241078381,55D23L 60AH,10-Sep-2024,,Stock,2,2
AI240276050,NS60L 45AH,2-Sep-2024,,Stock,2,2
AI240777514,55D23L 60AH,7-Sep-2024,,Stock,2,2
AI240978112,DIN74L 74AH,9-Sep-2024,,Stock,1,1
AI241278780,DIN55L 60AH,12-Sep-2024,,Stock,1,1
AI241178734,DIN100L 100AH,11-Sep-2024,,Stock,1,1
AI240877747,DIN74L 74AH,8-Sep-2024,,Stock,1,1
AI241278781,DIN55L 60AH,12-Sep-2024,,Stock,1,1
AI241178733,DIN100L 100AH,11-Sep-2024,,Stock,1,1
AI240376368,80D26R 70AH,3-Sep-2024,,Stock,1,1
AI240978109,80D26L 70AH,9-Sep-2024,,Stock,1,1
AI240978107,80D26L 70AH,9-Sep-2024,,Stock,1,1
AI240476806,55D23L 60AH,4-Sep-2024,,Stock,1,1
AI241478977,80D26L 70AH,14-Sep-2024,,Stock,1,1
AI240376387,105D31L 100AH,3-Sep-2024,,Stock,1,1
AI241278783,DIN55L 60AH,12-Sep-2024,,Stock,1,1
AI240978111,95D31L 90AH,9-Sep-2024,,Stock,1,1
AI240877746,DIN74L 74AH,8-Sep-2024,,Stock,1,1
AI240777503,95D31L 90AH,7-Sep-2024,,Stock,1,1
AI241478982,DIN74L 74AH,14-Sep-2024,,Stock,1,1
AI241178620,NS60LS 45AH,11-Sep-2024,,Stock,2,2
AI241178619,NS60LS 45AH,11-Sep-2024,,Stock,2,2
AG241862925,55D23L 60AH,28-Jul-2024,,Stock,2,2
AH242573849,80D26R 70AH,25-Aug-2024,,Stock,2,2
AI241478993,NS60LS 45AH,14-Aug-2024,,Stock,2,2
AI241078377,80D26L 70AH,10-Sep-2024,,Stock,2,2
AH242172970,DIN55L 60AH,21-Aug-2024,,Stock,2,2
AI241178616,DIN74L 74AH,11-Sep-2024,,Stock,2,2
AI241078383,95D31L 90AH,10-Sep-2024,,Stock,2,2
AG242364070,DIN44L 45AH,23-Jul-2024,,Stock,2,2
AI241478976,80D26L 70AH,14-Sep-2024,,Stock,1,1
AI241478983,95D31L 90AH,14-Sep-2024,,Stock,1,1
AH241571343,105D31R 100AH,15-Aug-2024,,Stock,1,1
AI241278782,DIN55L 60AH,12-Sep-2024,,Stock,1,1
AH242172883,DIN80L 80AH,21-Aug-2024,,Stock,1,1
AI241478979,80D26L 70AH,14-Sep-2024,,Stock,1,1
AI241579217,95D31L 90AH,15-Sep-2024,,Stock,1,1
AI241178621,80D26L 70AH,11-Sep-2024,,Stock,2,2
AI241478973,DIN55L 55AH,14-Sep-2024,,Stock,2,2
AI241178617,DIN55L 55AH,11-Sep-2024,,Stock,2,2
AH241771511,105D31R 100AH,17-Aug-2024,,Stock,2,2
AI241278778,DIN74L 74AH,12-Sep-2024,,Stock,2,2
AH242172877,DIN66L 66AH,21-Aug-2024,,Stock,1,1
AH242172884,DIN80L 80AH,21-Aug-2024,,Stock,1,1
AI241478975,80D26L 70AH,14-Sep-2024,,Stock,1,1
AI241679448,80D26L 70AH,16-Sep-2024,,Stock,1,1
AI240376469,NS60LS 45AH,3-Sep-2024,,Stock,1,1
AI241679450,95D31L 90AH,16-Sep-2024,,Stock,1,1
AH241771515,DIN44L 45AH,17-Aug-2024,,Stock,1,1
AH242172878,DIN66L 66AH,21-Aug-2024,,Stock,1,1
AI240376376,DIN55L 60AH,3-Sep-2024,,Stock,2,2
AI241478974,DIN55L 60AH,14-Sep-2024,,Stock,2,2
AI241478994,NS60LS 45AH,14-Aug-2024,,Stock,2,2
AI241178622,80D26L 70AH,11-Sep-2024,,Stock,2,2
AI241478972,55D23L 60AH,14-Sep-2024,,Stock,2,2
AI241078380,55D23L 60AH,10-Sep-2024,,Stock,2,2
AI241178614,DIN74L 74AH,11-Sep-2024,,Stock,2,2
AI241579211,55D23L 60AH,15-Sep-2024,,Stock,2,2
AI241779618,NS60L 45AH,17-Sep-2024,,Stock,2,2
AI241579219,DIN74L 74AH,15-Sep-2024,,Stock,1,1
AI241478978,80D26L 70AH,14-Sep-2024,,Stock,1,1
AI240577172,80D26R 70AH,5-Sep-2024,,Stock,1,1
AI241579218,DIN74L 74AH,15-Sep-2024,,Stock,1,1
AI241579216,95D31L 90AH,15-Sep-2024,,Stock,1,1
AI241478985,DIN55L 60AH,14-Sep-2024,,Stock,1,1
AH242172881,DIN80L 80AH,21-Aug-2024,,Stock,1,1
AI241679447,80D26L 70AH,16-Sep-2024,,Stock,1,1
AI241579215,105D31L 100AH,15-Sep-2024,,Stock,1,1
AH241571344,105D31R 100AH,15-Aug-2024,,Stock,1,1
AI240877745,DIN55L 55AH,8-Sep-2024,,Stock,1,1
AH241571341,105D31R 100AH,15-Aug-2024,,Stock,1,1
AI241779624,80D26L 70AH,17-Sep-2024,,Stock,1,1
AH242172882,DIN80L 80AH,21-Aug-2024,,Stock,1,1
AH242674188,NS40L 35AH BH,26-Aug-2024,,Stock,1,1
AI241779620,80D26L 70AH,17-Sep-2024,,Stock,2,2
AI241779619,NS60LS 45AH,17-Sep-2024,,Stock,2,2
AI241679444,DIN55L 55AH,16-Sep-2024,,Stock,2,2
AI241679442,DIN74L 74AH,16-Sep-2024,,Stock,2,2
AI241579214,DIN55L 60AH,15-Sep-2024,,Stock,1,1
AI241478981,DIN74L 74AH,14-Sep-2024,,Stock,1,1
AI241278784,55D23L 60AH,12-Sep-2024,,Stock,1,1
AI241679451,DIN66L 66AH,16-Sep-2024,,Stock,1,1
AI241579220,80D26L 70AH,15-Sep-2024,,Stock,1,1
AI241478984,DIN55L 60AH,14-Sep-2024,,Stock,1,1
AI241879955,80D26L 70AH,18-Sep-2024,,Stock,1,1
AI241679452,DIN55L 60AH,16-Sep-2024,,Stock,1,1
AI241779625,80D26L 70AH,17-Sep-2024,,Stock,1,1
AI241078382,105D31L 100AH,10-Sep-2024,,Stock,2,2
AI241679443,DIN55L 55AH,16-Sep-2024,,Stock,2,2
AH241571345,105D31R 100AH,15-Aug-2024,,Stock,1,1
AH242172980,65-72S 75AH,21-Aug-2024,,Stock,2,2
AI241579221,80D26L 70AH,15-Sep-2024,,Stock,2,2
AI241879949,55D23L 60AH,18-Sep-2024,,Stock,2,2
AI241679445,NS60LS 45AH,16-Sep-2024,,Stock,2,2
AI240577149,DIN55L 60AH,5-Sep-2024,,Stock,2,2
AI241579222,80D26L 70AH,15-Sep-2024,,Stock,2,2
AI241579209,95D31L 90AH,15-Sep-2024,,Stock,2,2
AH242975265,DIN66L 66AH,29-Aug-2024,,Stock,2,2
AI241679446,80D26L 70AH,16-Sep-2024,,Stock,2,2
AI241579223,80D26R 70AH,15-Sep-2024,,Stock,2,2
AI241579207,DIN74L 74AH,15-Sep-2024,,Stock,2,2
AI241980355,80D26L 70AH,19-Sep-2024,,Stock,1,1
AI242180819,80D26L 70AH,21-Sep-2024,,Stock,2,2
AI242180818,80D26L 70AH,21-Sep-2024,,Stock,2,2
AI241879947,55D23L 60AH,18-Sep-2024,,Stock,2,2
AI240877771,DIN55L 60AH,8-Sep-2024,,Stock,2,2
AI242180817,80D26L 70AH,21-Sep-2024,,Stock,2,2
AI242180820,80D26L 70AH,21-Sep-2024,,Stock,2,2
AI241779616,DIN55L 60AH,17-Sep-2024,,Stock,2,2
AI242180830,DIN55L 60AH,21-Sep-2024,,Stock,1,1
AI242180831,DIN55L 60AH,21-Sep-2024,,Stock,1,1
AI241980356,DIN55L 55AH,19-Sep-2024,,Stock,1,1
AI241879957,DIN55L 60AH,18-Sep-2024,,Stock,1,1
AI241579213,55D23L 60AH,15-Sep-2024,,Stock,1,1
AI241879954,80D26L 70AH,18-Sep-2024,,Stock,1,1
AI240978116,55D23L 60AH,9-Sep-2024,,Stock,1,1
AH241571346,105D31R 100AH,15-Aug-2024,,Stock,1,1
AI241980350,DIN74L 74AH,19-Sep-2024,,Stock,2,2
AI241579212,DIN55L 60AH,15-Sep-2024,,Stock,2,2
AI242281042,DIN55L 60AH,22-Sep-2024,,Stock,2,2
AI241879958,DIN74L 74AH,18-Sep-2024,,Stock,1,1
AI242180838,55D23L 60AH,21-Sep-2024,,Stock,1,1
AI241278785,55D23L 60AH,12-Sep-2024,,Stock,1,1
AI242180834,80D26L 70AH,21-Sep-2024,,Stock,1,1
AI241779622,DIN66L 66AH,17-Sep-2024,,Stock,1,1
AI240275943,55D23L 60AH,22-Sep-2024,,Stock,1,1
AI242180837,80D26L 70AH,21-Sep-2024,,Stock,1,1
AI242180836,80D26L 70AH,21-Sep-2024,,Stock,1,1
AI240978113,NS60LS 45AH,9-Sep-2024,,Stock,1,1
AI241980494,DIN55L 55AH,19-Sep-2024,,Stock,2,2
AI241178771,DIN100L 100AH,14-Sep-2024,,Stock,1,1
AI242180832,DIN55L 60AH,21-Sep-2024,,Stock,1,1
AI241779621,DIN74L 74AH,17-Sep-2024,,Stock,1,1
AI241679449,95D31L 90AH,16-Sep-2024,,Stock,1,1
AI242180840,DIN74L 74AH,21-Sep-2024,,Stock,1,1
AI242281048,DIN74L 74AH,22-Sep-2024,,Stock,1,1
AI241779626,NS60LS 45AH,17-Sep-2024,,Stock,1,1
AI241980349,80D26L 70AH,19-Sep-2024,,Stock,2,2
AI241879950,DIN74L 74AH,18-Sep-2024,,Stock,2,2
AI241980351,NS60LS 45AH,19-Sep-2024,,Stock,2,2
AH242172880,DIN66L 66AH,21-Aug-2024,,Stock,2,2
AH242172891,DIN44L 45AH,21-Aug-2024,,Stock,1,1
AI242180839,DIN66L 66AH,21-Sep-2024,,Stock,1,1
AI241779623,95D31L 90AH,17-Sep-2024,,Stock,1,1
AI242481833,DIN74L 74AH,24-Sep-2024,,Stock,1,1
AI242481831,DIN74L 74AH,24-Sep-2024,,Stock,1,1
AH240166458,55D23L 60AH,1-Aug-2024,,Stock,1,1
AI241879948,55D23L 60AH,18-Sep-2024,,Stock,2,2
AI242180822,NS60LS 45AH,21-Sep-2024,,Stock,2,2
AI242281040,80D26L 70AH,22-Sep-2024,,Stock,2,2
AI242481828,NS60LS 45AH,24-Sep-2024,,Stock,2,2
AI242180829,DIN74L 74AH,21-Sep-2024,,Stock,2,2
AI242481829,DIN66L 66AH,24-Sep-2024,,Stock,2,2
AI241879959,95D31L 90AH,18-Sep-2024,,Stock,1,1
AI242481837,95D31L 90AH,24-Sep-2024,,Stock,1,1
AI242180833,DIN55L 55AH,21-Sep-2024,,Stock,1,1
AI242381275,80D26L 70AH,23-Sep-2024,,Stock,1,1
AI241579283,55D23L 60AH,22-Sep-2024,,Stock,1,1
AI242281043,DIN55L 60AH,22-Sep-2024,,Stock,1,1
AI242281045,DIN55L 60AH,22-Sep-2024,,Stock,1,1
AI242582290,DIN74L 74AH,25-Sep-2024,,Stock,1,1
AI242481832,DIN74L 74AH,24-Sep-2024,,Stock,1,1
AI242281044,DIN55L 60AH,22-Sep-2024,,Stock,1,1
AH242172887,DIN80L 80AH,21-Aug-2024,,Stock,1,1
AI242381274,80D26L 70AH,23-Sep-2024,,Stock,1,1
AI242381273,80D26L 70AH,23-Sep-2024,,Stock,1,1
AI241980354,DIN80L 80AH,19-Sep-2024,,Stock,1,1
AI242582292,95D31L 90AH,25-Sep-2024,,Stock,1,1
AI242281038,80D26L 70AH,22-Sep-2024,,Stock,2,2
AI241779617,NS60L 45AH,17-Sep-2024,,Stock,2,2
AI242682760,DIN55L 60AH,26-Sep-2024,,Stock,1,1
AI242682707,55D23L 60AH,26-Sep-2024,,Stock,1,1
AI242682711,DIN55L 60AH,26-Sep-2024,,Stock,1,1
AI242582291,DIN74L 74AH,25-Sep-2024,,Stock,1,1
AI242281046,80D26L 70AH,22-Sep-2024,,Stock,1,1
AI242381278,55D23L 60AH,23-Sep-2024,,Stock,1,1
AH241571342,105D31R 100AH,15-Aug-2024,,Stock,1,1
AI241879951,NS60L 45AH,18-Sep-2024,,Stock,2,2
AI242481827,DIN74L 74AH,24-Sep-2024,,Stock,2,2
AI241579208,95D31L 90AH,15-Sep-2024,,Stock,2,2
AI241579210,55D23L 60AH,15-Sep-2024,,Stock,2,2
AI242180827,55D23L 60AH,21-Sep-2024,,Stock,2,2
AI241178623,105D31L 100AH,11-Sep-2024,,Stock,2,2
AI242381272,DIN55L 60AH,23-Sep-2024,,Stock,2,2
AI241980352,DIN55L 55AH,19-Sep-2024,,Stock,2,2
AI242682762,DIN74L 74AH,26-Sep-2024,,Stock,1,1
AH243175484,DIN80L 80AH,31-Aug-2024,,Stock,1,1
AI242882941,DIN74L 74AH,28-Sep-2024,,Stock,1,1
AI242481836,DIN55L 60AH,24-Sep-2024,,Stock,1,1
AI242882942,DIN74L 74AH,28-Sep-2024,,Stock,1,1
